p2dbin, hist 
  4.9750,   0.0887 
  4.9917,   0.0838 
  5.0083,   0.0740 
  5.0250,   0.0789 
  5.0417,   0.0715 
  5.0583,   0.0567 
  5.0750,   0.0764 
  5.0917,   0.0838 
  5.1083,   0.0863 
  5.1250,   0.0666 
  5.1417,   0.0493 
  5.1583,   0.0789 
  5.1750,   0.0468 
  5.1917,   0.0468 
  5.2083,   0.0616 
  5.2250,   0.0444 
  5.2417,   0.0592 
  5.2583,   0.0444 
  5.2750,   0.0567 
  5.2917,   0.0296 
  5.3083,   0.0567 
  5.3250,   0.0419 
  5.3417,   0.0419 
  5.3583,   0.0320 
  5.3750,   0.0419 
  5.3917,   0.0616 
  5.4083,   0.0345 
  5.4250,   0.0468 
  5.4417,   0.0271 
  5.4583,   0.0222 
  5.4750,   0.0296 
  5.4917,   0.0296 
  5.5083,   0.0296 
  5.5250,   0.0197 
  5.5417,   0.0247 
  5.5583,   0.0296 
  5.5750,   0.0123 
  5.5917,   0.0320 
  5.6083,   0.0197 
  5.6250,   0.0197 
  5.6417,   0.0320 
  5.6583,   0.0247 
  5.6750,   0.0247 
  5.6917,   0.0296 
  5.7083,   0.0320 
  5.7250,   0.0222 
  5.7417,   0.0197 
  5.7583,   0.0173 
  5.7750,   0.0074 
  5.7917,   0.0320 
  5.8083,   0.0247 
  5.8250,   0.0173 
  5.8417,   0.0099 
  5.8583,   0.0148 
  5.8750,   0.0123 
  5.8917,   0.0099 
  5.9083,   0.0173 
  5.9250,   0.0197 
  5.9417,   0.0099 
  5.9583,   0.0148 
  5.9750,   0.0173 
  5.9917,   0.0197 
  6.0083,   0.0099 
  6.0250,   0.0148 
  6.0417,   0.0123 
  6.0583,   0.0345 
  6.0750,   0.0049 
  6.0917,   0.0148 
  6.1083,   0.0197 
  6.1250,   0.0271 
  6.1417,   0.0222 
  6.1583,   0.0173 
  6.1750,   0.0074 
  6.1917,   0.0049 
  6.2083,   0.0074 
  6.2250,   0.0074 
  6.2417,   0.0099 
  6.2583,   0.0099 
  6.2750,   0.0074 
  6.2917,   0.0074 
  6.3083,   0.0099 
  6.3250,   0.0049 
  6.3417,   0.0049 
  6.3583,   0.0074 
  6.3750,   0.0123 
  6.3917,   0.0025 
  6.4083,   0.0123 
  6.4250,   0.0099 
  6.4417,   0.0074 
  6.4583,   0.0049 
  6.4750,   0.0049 
  6.4917,   0.0049 
  6.5083,   0.0049 
  6.5250,   0.0049 
  6.5417,   0.0049 
  6.5583,   0.0123 
  6.5750,   0.0049 
  6.5917,   0.0074 
  6.6083,   0.0074 
  6.6250,   0.0025 
  6.6417,   0.0025 
  6.6583,   0.0000 
  6.6750,   0.0074 
  6.6917,   0.0049 
  6.7083,   0.0074 
  6.7250,   0.0025 
  6.7417,   0.0049 
  6.7583,   0.0025 
  6.7750,   0.0049 
  6.7917,   0.0099 
  6.8083,   0.0025 
  6.8250,   0.0049 
  6.8417,   0.0049 
  6.8583,   0.0074 
  6.8750,   0.0025 
  6.8917,   0.0123 
  6.9083,   0.0025 
  6.9250,   0.0025 
  6.9417,   0.0025 
  6.9583,   0.0173 
  6.9750,   0.0074 
  6.9917,   0.0123 
  7.0083,   0.0049 
  7.0250,   0.0025 
  7.0417,   0.0000 
  7.0583,   0.0074 
  7.0750,   0.0049 
  7.0917,   0.0049 
  7.1083,   0.0025 
  7.1250,   0.0025 
  7.1417,   0.0025 
  7.1583,   0.0049 
  7.1750,   0.0000 
  7.1917,   0.0000 
  7.2083,   0.0025 
  7.2250,   0.0025 
  7.2417,   0.0074 
  7.2583,   0.0025 
  7.2750,   0.0025 
  7.2917,   0.0000 
  7.3083,   0.0025 
  7.3250,   0.0025 
  7.3417,   0.0025 
  7.3583,   0.0049 
  7.3750,   0.0025 
  7.3917,   0.0000 
  7.4083,   0.0000 
  7.4250,   0.0025 
  7.4417,   0.0025 
  7.4583,   0.0025 
  7.4750,   0.0025 
  7.4917,   0.0025 
  7.5083,   0.0049 
  7.5250,   0.0000 
  7.5417,   0.0000 
  7.5583,   0.0000 
  7.5750,   0.0000 
  7.5917,   0.0049 
  7.6083,   0.0025 
  7.6250,   0.0000 
  7.6417,   0.0000 
  7.6583,   0.0049 
  7.6750,   0.0049 
  7.6917,   0.0000 
  7.7083,   0.0000 
  7.7250,   0.0025 
  7.7417,   0.0049 
  7.7583,   0.0000 
  7.7750,   0.0025 
  7.7917,   0.0000 
  7.8083,   0.0000 
  7.8250,   0.0000 
  7.8417,   0.0000 
  7.8583,   0.0000 
  7.8750,   0.0000 
  7.8917,   0.0000 
  7.9083,   0.0049 
  7.9250,   0.0000 
  7.9417,   0.0000 
  7.9583,   0.0049 
  7.9750,   0.0049 
  7.9917,   0.0049 
  8.0083,   0.0000 
  8.0250,   0.0000 
  8.0417,   0.0025 
  8.0583,   0.0000 
  8.0750,   0.0000 
  8.0917,   0.0025 
  8.1083,   0.0000 
  8.1250,   0.0000 
  8.1417,   0.0000 
  8.1583,   0.0049 
  8.1750,   0.0000 
  8.1917,   0.0000 
  8.2083,   0.0000 
  8.2250,   0.0000 
  8.2417,   0.0000 
  8.2583,   0.0000 
  8.2750,   0.0000 
  8.2917,   0.0000 
  8.3083,   0.0074 
  8.3250,   0.0000 
  8.3417,   0.0000 
  8.3583,   0.0000 
  8.3750,   0.0000 
  8.3917,   0.0000 
  8.4083,   0.0000 
  8.4250,   0.0000 
  8.4417,   0.0000 
  8.4583,   0.0025 
  8.4750,   0.0025 
  8.4917,   0.0000 
  8.5083,   0.0000 
  8.5250,   0.0000 
  8.5417,   0.0000 
  8.5583,   0.0000 
  8.5750,   0.0025 
  8.5917,   0.0025 
  8.6083,   0.0000 
  8.6250,   0.0000 
  8.6417,   0.0000 
  8.6583,   0.0000 
  8.6750,   0.0025 
  8.6917,   0.0000 
  8.7083,   0.0000 
  8.7250,   0.0025 
  8.7417,   0.0000 
  8.7583,   0.0000 
  8.7750,   0.0000 
  8.7917,   0.0000 
  8.8083,   0.0000 
  8.8250,   0.0025 
  8.8417,   0.0000 
  8.8583,   0.0000 
  8.8750,   0.0000 
  8.8917,   0.0000 
  8.9083,   0.0000 
  8.9250,   0.0000 
  8.9417,   0.0000 
  8.9583,   0.0000 
  8.9750,   0.0000 
  8.9917,   0.0000 
  9.0083,   0.0000 
  9.0250,   0.0025 
  9.0417,   0.0000 
  9.0583,   0.0000 
  9.0750,   0.0000 
  9.0917,   0.0025 
  9.1083,   0.0000 
  9.1250,   0.0000 
  9.1417,   0.0000 
  9.1583,   0.0000 
  9.1750,   0.0000 
  9.1917,   0.0000 
  9.2083,   0.0000 
  9.2250,   0.0000 
  9.2417,   0.0000 
  9.2583,   0.0000 
  9.2750,   0.0025 
  9.2917,   0.0000 
  9.3083,   0.0000 
  9.3250,   0.0000 
  9.3417,   0.0000 
  9.3583,   0.0025 
  9.3750,   0.0000 
  9.3917,   0.0000 
  9.4083,   0.0025 
  9.4250,   0.0000 
  9.4417,   0.0000 
  9.4583,   0.0000 
  9.4750,   0.0000 
  9.4917,   0.0000 
  9.5083,   0.0000 
  9.5250,   0.0000 
  9.5417,   0.0000 
  9.5583,   0.0000 
  9.5750,   0.0000 
  9.5917,   0.0025 
  9.6083,   0.0025 
  9.6250,   0.0000 
  9.6417,   0.0000 
  9.6583,   0.0000 
  9.6750,   0.0000 
  9.6917,   0.0000 
  9.7083,   0.0000 
  9.7250,   0.0000 
  9.7417,   0.0000 
  9.7583,   0.0000 
  9.7750,   0.0025 
  9.7917,   0.0000 
  9.8083,   0.0000 
  9.8250,   0.0000 
  9.8417,   0.0000 
  9.8583,   0.0000 
  9.8750,   0.0000 
  9.8917,   0.0000 
  9.9083,   0.0025 
  9.9250,   0.0000 
  9.9417,   0.0000 
  9.9583,   0.0000 
  9.9750,   0.0000 
  9.9917,   0.0000 
 10.0083,   0.0000 
 10.0250,   0.0000 
 10.0417,   0.0000 
 10.0583,   0.0000 
 10.0750,   0.0000 
 10.0917,   0.0000 
 10.1083,   0.0000 
 10.1250,   0.0049 
 10.1417,   0.0000 
 10.1583,   0.0000 
 10.1750,   0.0000 
 10.1917,   0.0000 
 10.2083,   0.0000 
 10.2250,   0.0000 
 10.2417,   0.0000 
 10.2583,   0.0000 
 10.2750,   0.0000 
 10.2917,   0.0000 
 10.3083,   0.0000 
 10.3250,   0.0000 
 10.3417,   0.0000 
 10.3583,   0.0000 
 10.3750,   0.0000 
 10.3917,   0.0000 
 10.4083,   0.0000 
 10.4250,   0.0000 
 10.4417,   0.0000 
 10.4583,   0.0025 
 10.4750,   0.0000 
 10.4917,   0.0000 
 10.5083,   0.0000 
 10.5250,   0.0000 
 10.5417,   0.0000 
 10.5583,   0.0000 
 10.5750,   0.0025 
 10.5917,   0.0000 
 10.6083,   0.0000 
 10.6250,   0.0000 
 10.6417,   0.0000 
 10.6583,   0.0025 
 10.6750,   0.0025 
 10.6917,   0.0000 
 10.7083,   0.0000 
 10.7250,   0.0000 
 10.7417,   0.0000 
 10.7583,   0.0000 
 10.7750,   0.0000 
 10.7917,   0.0000 
 10.8083,   0.0000 
 10.8250,   0.0000 
 10.8417,   0.0000 
 10.8583,   0.0000 
 10.8750,   0.0000 
 10.8917,   0.0000 
 10.9083,   0.0000 
 10.9250,   0.0000 
 10.9417,   0.0000 
 10.9583,   0.0000 
 10.9750,   0.0000 
 10.9917,   0.0000 
 11.0083,   0.0000 
 11.0250,   0.0000 
 11.0417,   0.0000 
 11.0583,   0.0000 
 11.0750,   0.0000 
 11.0917,   0.0000 
 11.1083,   0.0000 
 11.1250,   0.0000 
 11.1417,   0.0000 
 11.1583,   0.0000 
 11.1750,   0.0000 
 11.1917,   0.0000 
 11.2083,   0.0000 
 11.2250,   0.0000 
 11.2417,   0.0000 
 11.2583,   0.0000 
 11.2750,   0.0000 
 11.2917,   0.0000 
 11.3083,   0.0000 
 11.3250,   0.0000 
 11.3417,   0.0000 
 11.3583,   0.0000 
 11.3750,   0.0000 
 11.3917,   0.0000 
 11.4083,   0.0000 
 11.4250,   0.0000 
 11.4417,   0.0000 
 11.4583,   0.0000 
 11.4750,   0.0000 
 11.4917,   0.0000 
 11.5083,   0.0000 
 11.5250,   0.0000 
 11.5417,   0.0000 
 11.5583,   0.0000 
 11.5750,   0.0000 
 11.5917,   0.0000 
 11.6083,   0.0000 
 11.6250,   0.0000 
 11.6417,   0.0000 
 11.6583,   0.0000 
 11.6750,   0.0000 
 11.6917,   0.0000 
 11.7083,   0.0000 
 11.7250,   0.0000 
 11.7417,   0.0000 
 11.7583,   0.0000 
 11.7750,   0.0000 
 11.7917,   0.0000 
 11.8083,   0.0000 
 11.8250,   0.0000 
 11.8417,   0.0000 
 11.8583,   0.0000 
 11.8750,   0.0000 
 11.8917,   0.0000 
 11.9083,   0.0000 
 11.9250,   0.0000 
 11.9417,   0.0000 
 11.9583,   0.0000 
 11.9750,   0.0000 
 11.9917,   0.0000 
 12.0083,   0.0000 
 12.0250,   0.0000 
 12.0417,   0.0000 
 12.0583,   0.0000 
 12.0750,   0.0000 
 12.0917,   0.0000 
 12.1083,   0.0025 
 12.1250,   0.0000 
 12.1417,   0.0000 
 12.1583,   0.0000 
 12.1750,   0.0000 
 12.1917,   0.0000 
 12.2083,   0.0000 
 12.2250,   0.0000 
 12.2417,   0.0000 
 12.2583,   0.0000 
 12.2750,   0.0000 
 12.2917,   0.0000 
 12.3083,   0.0000 
 12.3250,   0.0000 
 12.3417,   0.0000 
 12.3583,   0.0000 
 12.3750,   0.0000 
 12.3917,   0.0000 
 12.4083,   0.0000 
 12.4250,   0.0000 
 12.4417,   0.0000 
 12.4583,   0.0000 
 12.4750,   0.0000 
 12.4917,   0.0000 
 12.5083,   0.0000 
 12.5250,   0.0000 
 12.5417,   0.0000 
 12.5583,   0.0000 
 12.5750,   0.0000 
 12.5917,   0.0000 
 12.6083,   0.0000 
 12.6250,   0.0000 
 12.6417,   0.0000 
 12.6583,   0.0000 
 12.6750,   0.0000 
 12.6917,   0.0000 
 12.7083,   0.0000 
 12.7250,   0.0000 
 12.7417,   0.0000 
 12.7583,   0.0000 
 12.7750,   0.0000 
 12.7917,   0.0000 
 12.8083,   0.0000 
 12.8250,   0.0000 
 12.8417,   0.0000 
 12.8583,   0.0000 
 12.8750,   0.0000 
 12.8917,   0.0000 
 12.9083,   0.0000 
 12.9250,   0.0000 
 12.9417,   0.0000 
 12.9583,   0.0000 
 12.9750,   0.0000 
 12.9917,   0.0000 
 13.0083,   0.0000 
 13.0250,   0.0000 
 13.0417,   0.0000 
 13.0583,   0.0000 
 13.0750,   0.0000 
 13.0917,   0.0000 
 13.1083,   0.0000 
 13.1250,   0.0000 
 13.1417,   0.0000 
 13.1583,   0.0000 
 13.1750,   0.0000 
 13.1917,   0.0000 
 13.2083,   0.0000 
 13.2250,   0.0000 
 13.2417,   0.0000 
 13.2583,   0.0000 
 13.2750,   0.0000 
 13.2917,   0.0000 
 13.3083,   0.0000 
 13.3250,   0.0000 
 13.3417,   0.0000 
 13.3583,   0.0000 
 13.3750,   0.0000 
 13.3917,   0.0000 
 13.4083,   0.0000 
 13.4250,   0.0000 
 13.4417,   0.0000 
 13.4583,   0.0000 
 13.4750,   0.0000 
 13.4917,   0.0000 
 13.5083,   0.0000 
 13.5250,   0.0000 
 13.5417,   0.0000 
 13.5583,   0.0000 
 13.5750,   0.0000 
 13.5917,   0.0000 
 13.6083,   0.0000 
 13.6250,   0.0000 
 13.6417,   0.0000 
 13.6583,   0.0000 
 13.6750,   0.0000 
 13.6917,   0.0000 
 13.7083,   0.0000 
 13.7250,   0.0000 
 13.7417,   0.0000 
 13.7583,   0.0000 
 13.7750,   0.0000 
 13.7917,   0.0000 
 13.8083,   0.0000 
 13.8250,   0.0000 
 13.8417,   0.0000 
 13.8583,   0.0000 
 13.8750,   0.0000 
 13.8917,   0.0000 
 13.9083,   0.0000 
 13.9250,   0.0000 
 13.9417,   0.0000 
 13.9583,   0.0000 
 13.9750,   0.0000 
 13.9917,   0.0000 
